imdb_id,title,year,imdb_genres,titleType,program_id,import_id,primary_genre
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt10196500,Turquoise Fever,2019,"Family, Reality-TV, Western",tvSeries,300016652,imagicomm-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300017977,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300017977,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt10196500,Turquoise Fever,2019,"Family, Reality-TV, Western",tvSeries,300005089,imagicomm-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300017977,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300017977,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300017977,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300018162,shorthand-creator,Reality
tt10196500,Turquoise Fever,2019,"Family, Reality-TV, Western",tvSeries,300016652,imagicomm-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300017977,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300018162,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300018162,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300017977,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300017977,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300017977,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt10196500,Turquoise Fever,2019,"Family, Reality-TV, Western",tvSeries,300005089,imagicomm-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300018162,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300018162,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,600031190,fox-entertainment,
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300017977,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300017977,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300018162,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300018162,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt10196500,Turquoise Fever,2019,"Family, Reality-TV, Western",tvSeries,300016652,imagicomm-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300018162,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,fox-entertainment,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300005163,tubi-internal-epg,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300018162,shorthand-creator,Reality
tt7670568,The Masked Singer,2019,"Family, Music, Reality-TV",tvSeries,300018162,shorthand-creator,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt9178462,Rich Kids Go Skint,2018,Reality-TV,tvSeries,300013545,endemol,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt8019316,Vegas Cakes,2017,"Family, Reality-TV",tvSeries,300010354,warner-bros-standard,Reality
tt7160132,Wyatt's Fort,2016,"Action, Comedy, Family, Fantasy, Musical, Reality-TV",tvSeries,300005690,bridgestone,Kids & Family
tt6117020,Worst Bakers in America,2016,"Family, Reality-TV",tvSeries,4782,all3-media,Reality
tt6117020,Worst Bakers in America,2016,"Family, Reality-TV",tvSeries,4782,all3-media,Reality
tt6117020,Worst Bakers in America,2016,"Family, Reality-TV",tvSeries,4782,all3-media,Reality
tt6117020,Worst Bakers in America,2016,"Family, Reality-TV",tvSeries,4782,all3-media,Reality
tt6117020,Worst Bakers in America,2016,"Family, Reality-TV",tvSeries,4782,all3-media,Reality
tt6117020,Worst Bakers in America,2016,"Family, Reality-TV",tvSeries,4782,all3-media,Reality
tt5804762,MasterChef Junior México,2016,Reality-TV,tvSeries,300006033,endemol,Reality
tt5804762,MasterChef Junior México,2016,Reality-TV,tvSeries,300006033,endemol,Reality
tt5804762,MasterChef Junior México,2016,Reality-TV,tvSeries,300006033,endemol,Reality
tt5804762,MasterChef Junior México,2016,Reality-TV,tvSeries,300006033,endemol,Reality
tt6059298,Rob & Chyna,2016,"Family, Reality-TV",tvSeries,300008362,nbcu,Reality
tt6059298,Rob & Chyna,2016,"Family, Reality-TV",tvSeries,300008362,nbcu,Reality
tt6059298,Rob & Chyna,2016,"Family, Reality-TV",tvSeries,300008362,nbcu,Reality
tt6059298,Rob & Chyna,2016,"Family, Reality-TV",tvSeries,300008362,nbcu,Reality
tt6059298,Rob & Chyna,2016,"Family, Reality-TV",tvSeries,300008362,nbcu,Reality
tt5804762,MasterChef Junior México,2016,Reality-TV,tvSeries,300006033,endemol,Reality
tt6059298,Rob & Chyna,2016,"Family, Reality-TV",tvSeries,300008362,nbcu,Reality
tt5804762,MasterChef Junior México,2016,Reality-TV,tvSeries,300006033,endemol,Reality
tt5804762,MasterChef Junior México,2016,Reality-TV,tvSeries,300006033,endemol,Reality
tt6059298,Rob & Chyna,2016,"Family, Reality-TV",tvSeries,300008362,nbcu,Reality
tt5804762,MasterChef Junior México,2016,Reality-TV,tvSeries,300006033,endemol,Reality
tt7160132,Wyatt's Fort,2016,"Action, Comedy, Family, Fantasy, Musical, Reality-TV",tvSeries,300005690,bridgestone,Kids & Family
tt7160132,Wyatt's Fort,2016,"Action, Comedy, Family, Fantasy, Musical, Reality-TV",tvSeries,300005690,bridgestone,Kids & Family
tt7160132,Wyatt's Fort,2016,"Action, Comedy, Family, Fantasy, Musical, Reality-TV",tvSeries,300005690,bridgestone,Kids & Family
tt7160132,Wyatt's Fort,2016,"Action, Comedy, Family, Fantasy, Musical, Reality-TV",tvSeries,300005690,bridgestone,Kids & Family
tt7160132,Wyatt's Fort,2016,"Action, Comedy, Family, Fantasy, Musical, Reality-TV",tvSeries,300005690,bridgestone,Kids & Family
tt7160132,Wyatt's Fort,2016,"Action, Comedy, Family, Fantasy, Musical, Reality-TV",tvSeries,300005690,bridgestone,Kids & Family
tt6225106,Positively Paula,2016,"Family, Reality-TV",tvSeries,300009160,legacy-distribution,
tt7160132,Wyatt's Fort,2016,"Action, Comedy, Family, Fantasy, Musical, Reality-TV",tvSeries,300005690,bridgestone,Kids & Family
tt7160132,Wyatt's Fort,2016,"Action, Comedy, Family, Fantasy, Musical, Reality-TV",tvSeries,300005690,bridgestone,Kids & Family
tt6225106,Positively Paula,2016,"Family, Reality-TV",tvSeries,300009160,legacy-distribution,
tt6225106,Positively Paula,2016,"Family, Reality-TV",tvSeries,300009160,legacy-distribution,
tt6225106,Positively Paula,2016,"Family, Reality-TV",tvSeries,300009160,legacy-distribution,
tt6225106,Positively Paula,2016,"Family, Reality-TV",tvSeries,300009160,legacy-distribution,
tt6225106,Positively Paula,2016,"Family, Reality-TV",tvSeries,300009160,legacy-distribution,
tt6117020,Worst Bakers in America,2016,"Family, Reality-TV",tvSeries,4782,all3-media,Reality
